ProductionID,ShiftID,MachineID,ProductID,StartTime,EndTime,TotalUnits,GoodUnits,IdealCycleTimeSeconds,Notes,DurationMinutes
PRD-00302,SFT-00221,M105,BPA-116,09:30:54,13:18:06,335,323,64,,227.2
PRD-00303,SFT-00222,M106,BPA-112,06:00:00,13:19:12,355,323,54,,439.2
PRD-00304,SFT-00223,M107,BPA-103,06:00:00,13:19:04,295,280,74,,439.07
PRD-00305,SFT-00224,M201,EMB-208,06:00:00,13:19:57,341,328,63,,439.95
PRD-00306,SFT-00225,M202,EMB-209,06:00:00,13:19:54,397,375,53,,439.9
PRD-00307,SFT-00226,M203,EMB-209,06:00:00,13:19:54,370,343,53,,439.9
PRD-00308,SFT-00227,M204,EMB-217,06:00:00,07:23:45,318,314,67,,83.75
PRD-00309,SFT-00227,M204,EMB-209,07:23:45,13:18:51,335,318,53,,355.1
PRD-00310,SFT-00229,M206,EMB-217,06:00:00,13:19:58,335,305,67,,439.97
PRD-00311,SFT-00231,M302,CSB-306,06:00:00,10:32:08,466,456,52,,272.13
PRD-00312,SFT-00231,M302,CSB-302,10:32:08,13:19:26,522,503,42,,167.3
PRD-00313,SFT-00232,M303,CSB-313,06:00:00,11:41:20,630,593,40,,341.33
PRD-00314,SFT-00232,M303,CSB-304,11:41:20,13:19:26,361,329,54,,98.1
PRD-00315,SFT-00233,M304,CSB-304,06:00:00,13:19:12,376,354,54,,439.2
PRD-00316,SFT-00234,M305,CSB-301,06:00:00,08:40:10,391,386,62,,160.17
PRD-00317,SFT-00234,M305,CSB-316,08:40:10,13:18:25,344,340,63,,278.25
PRD-00318,SFT-00235,M101,BPA-107,14:00:00,21:14:21,460,449,51,,434.35
PRD-00319,SFT-00236,M102,BPA-107,14:00:00,17:08:42,470,439,51,,188.7
PRD-00320,SFT-00236,M102,BPA-106,17:08:42,21:14:02,368,339,64,,245.33
PRD-00321,SFT-00237,M103,BPA-106,14:00:00,17:36:32,328,317,64,,216.53
PRD-00322,SFT-00237,M103,BPA-113,17:36:32,21:14:17,307,301,67,,217.75
PRD-00323,SFT-00238,M104,BPA-115,14:00:00,16:15:27,487,468,43,,135.45
PRD-00324,SFT-00238,M104,BPA-104,16:15:27,21:13:45,394,382,57,,298.3
PRD-00325,SFT-00239,M105,BPA-103,14:00:00,21:14:08,257,242,74,,434.13
PRD-00326,SFT-00240,M106,BPA-114,14:00:00,20:44:14,274,265,67,,404.23
PRD-00327,SFT-00240,M106,BPA-110,20:44:14,21:14:00,440,413,47,,29.77
PRD-00328,SFT-00243,M202,EMB-201,14:00:00,15:04:30,445,429,43,,64.5
PRD-00329,SFT-00243,M202,EMB-217,15:04:30,21:14:07,285,272,67,,369.62
PRD-00330,SFT-00244,M203,EMB-217,14:00:00,18:05:40,323,297,67,,245.67
PRD-00331,SFT-00244,M203,EMB-213,18:05:40,21:14:10,328,312,58,,188.5
PRD-00332,SFT-00245,M204,EMB-204,14:00:00,20:50:42,284,255,74,,410.7
PRD-00333,SFT-00245,M204,EMB-216,20:50:42,21:14:28,337,324,62,,23.77
PRD-00334,SFT-00246,M205,EMB-217,14:00:00,20:43:07,311,298,67,,403.12
PRD-00335,SFT-00246,M205,EMB-211,20:43:07,21:14:37,503,461,45,,31.5
PRD-00336,SFT-00248,M301,CSB-310,14:00:00,18:02:33,444,425,49,,242.55
PRD-00337,SFT-00248,M301,CSB-319,18:02:33,21:13:54,504,474,43,,191.35
PRD-00338,SFT-00249,M302,CSB-302,14:00:00,15:47:06,487,465,42,,107.1
PRD-00339,SFT-00249,M302,CSB-319,15:47:06,21:13:54,529,503,43,,326.8
PRD-00340,SFT-00251,M304,CSB-314,14:00:00,21:14:38,386,373,59,,434.63
PRD-00341,SFT-00252,M305,CSB-319,14:00:00,18:56:42,506,467,43,,296.7
PRD-00342,SFT-00252,M305,CSB-311,18:56:42,21:13:58,318,311,71,,137.27
PRD-00343,SFT-00253,M101,BPA-105,22:00:00,05:29:38,1,1,47,,449.63
PRD-00344,SFT-00254,M102,BPA-119,22:00:00,01:36:00,1,1,72,,216.0
PRD-00345,SFT-00254,M102,BPA-105,01:36:00,05:29:26,1,1,47,,233.43
PRD-00346,SFT-00255,M103,BPA-105,22:00:00,04:46:33,1,1,47,,406.55
PRD-00347,SFT-00255,M103,BPA-107,04:46:33,05:29:03,1,1,51,,42.5
PRD-00348,SFT-00256,M104,BPA-109,22:00:00,04:37:48,1,1,68,,397.8
PRD-00349,SFT-00256,M104,BPA-110,04:37:48,05:28:43,1,1,47,,50.92
PRD-00350,SFT-00257,M105,BPA-110,22:00:00,05:29:38,1,1,47,,449.63
PRD-00351,SFT-00258,M106,BPA-119,22:00:00,05:30:00,1,1,72,,450.0
PRD-00352,SFT-00259,M107,BPA-104,22:00:00,05:29:21,1,1,57,,449.35
PRD-00353,SFT-00260,M201,EMB-215,22:00:00,03:27:47,1,1,71,,327.78
PRD-00354,SFT-00260,M201,EMB-212,03:27:47,05:28:32,1,1,63,,120.75
PRD-00355,SFT-00261,M202,EMB-212,22:00:00,00:22:48,1,1,63,,142.8
PRD-00356,SFT-00261,M202,EMB-208,00:22:48,05:29:24,1,1,63,,306.6
PRD-00357,SFT-00262,M203,EMB-219,22:00:00,01:29:40,1,1,74,,209.67
PRD-00358,SFT-00262,M203,EMB-218,01:29:40,05:28:52,1,1,69,,239.2
PRD-00359,SFT-00263,M204,EMB-219,22:00:00,05:28:56,1,1,74,,448.93
PRD-00360,SFT-00264,M205,EMB-210,22:00:00,05:28:56,1,1,74,,448.93
PRD-00361,SFT-00265,M206,EMB-200,22:00:00,22:58:01,1,1,59,,58.02
PRD-00362,SFT-00265,M206,EMB-208,22:58:01,05:28:37,1,1,63,,390.6
PRD-00363,SFT-00266,M301,CSB-306,22:00:00,23:01:32,1,1,52,,61.53
PRD-00364,SFT-00266,M301,CSB-304,23:01:32,05:29:26,1,1,54,,387.9
PRD-00365,SFT-00267,M302,CSB-305,22:00:00,05:29:56,1,1,68,,449.93
PRD-00366,SFT-00268,M303,CSB-308,22:00:00,00:46:16,1,1,43,,166.27
PRD-00367,SFT-00268,M303,CSB-301,00:46:16,05:29:24,1,1,62,,283.13
PRD-00368,SFT-00269,M304,CSB-319,22:00:00,05:29:21,1,1,43,,449.35
PRD-00369,SFT-00270,M305,CSB-309,22:00:00,23:17:30,1,1,50,,77.5
PRD-00370,SFT-00270,M305,CSB-318,23:17:30,05:29:27,1,1,43,,371.95
PRD-00371,SFT-00271,M101,BPA-101,06:00:00,13:03:12,512,476,46,,423.2
PRD-00372,SFT-00271,M101,BPA-109,13:03:12,13:19:04,336,319,68,,15.87
PRD-00373,SFT-00272,M102,BPA-114,06:00:00,07:30:27,303,277,67,,90.45
PRD-00374,SFT-00272,M102,BPA-111,07:30:27,13:19:10,404,395,49,,348.72
PRD-00375,SFT-00273,M103,BPA-117,06:00:00,13:20:00,489,469,44,,440.0
PRD-00376,SFT-00274,M104,BPA-105,06:00:00,13:19:27,463,441,47,,439.45
PRD-00377,SFT-00275,M105,BPA-113,06:00:00,13:19:58,273,263,67,,439.97
PRD-00378,SFT-00276,M106,BPA-101,06:00:00,13:19:18,531,511,46,,439.3
PRD-00379,SFT-00277,M107,BPA-106,06:00:00,10:22:24,290,264,64,,262.4
PRD-00380,SFT-00277,M107,BPA-102,10:22:24,13:18:43,306,278,71,,176.32
PRD-00381,SFT-00278,M201,EMB-213,06:00:00,08:11:28,344,311,58,,131.47
PRD-00382,SFT-00278,M201,EMB-216,08:11:28,13:19:24,338,332,62,,307.93
PRD-00383,SFT-00279,M202,EMB-217,06:00:00,13:19:58,280,275,67,,439.97
PRD-00384,SFT-00280,M203,EMB-218,06:00:00,10:03:48,256,243,69,,243.8
PRD-00385,SFT-00280,M203,EMB-206,10:03:48,13:19:08,474,433,40,,195.33
PRD-00386,SFT-00281,M204,EMB-219,06:00:00,08:03:20,274,250,74,,123.33
PRD-00387,SFT-00281,M204,EMB-210,08:03:20,13:17:50,260,247,74,,314.5
PRD-00388,SFT-00282,M205,EMB-217,06:00:00,13:19:58,317,290,67,,439.97
PRD-00389,SFT-00283,M206,EMB-204,06:00:00,13:19:04,262,255,74,,439.07
PRD-00390,SFT-00284,M301,CSB-305,06:00:00,06:02:16,349,330,68,,2.27
PRD-00391,SFT-00284,M301,CSB-305,06:02:16,13:18:36,346,313,68,,436.33
PRD-00392,SFT-00285,M302,CSB-316,06:00:00,13:19:57,398,374,63,,439.95
PRD-00393,SFT-00286,M303,CSB-311,06:00:00,11:49:05,291,285,71,,349.08
PRD-00394,SFT-00286,M303,CSB-303,11:49:05,13:18:21,414,387,52,,89.27
PRD-00395,SFT-00287,M304,CSB-304,06:00:00,10:30:00,410,399,54,,270.0
PRD-00396,SFT-00287,M304,CSB-307,10:30:00,13:19:00,394,362,60,,169.0
PRD-00397,SFT-00288,M305,CSB-309,06:00:00,10:59:10,401,389,50,,299.17
PRD-00398,SFT-00288,M305,CSB-319,10:59:10,13:19:38,479,439,43,,140.47
PRD-00399,SFT-00289,M101,BPA-111,14:00:00,18:47:28,415,386,49,,287.47
PRD-00400,SFT-00289,M101,BPA-114,18:47:28,21:13:45,295,273,67,,146.28
PRD-00401,SFT-00291,M103,BPA-101,14:00:00,16:34:06,479,451,46,,154.1
PRD-00402,SFT-00291,M103,BPA-110,16:34:06,21:14:32,386,352,47,,280.43
PRD-00403,SFT-00292,M104,BPA-110,14:00:00,20:55:10,439,424,47,,415.17
PRD-00404,SFT-00292,M104,BPA-103,20:55:10,21:13:40,244,241,74,,18.5
PRD-00405,SFT-00293,M105,BPA-109,14:00:00,20:55:56,283,260,68,,415.93
PRD-00406,SFT-00293,M105,BPA-113,20:55:56,21:13:48,301,295,67,,17.87
PRD-00407,SFT-00294,M106,BPA-103,14:00:00,16:36:38,320,292,74,,156.63
PRD-00408,SFT-00294,M106,BPA-106,16:36:38,21:13:58,321,298,64,,277.33
PRD-00409,SFT-00295,M107,BPA-102,14:00:00,21:14:17,305,295,71,,434.28
PRD-00410,SFT-00296,M201,EMB-214,14:00:00,17:00:29,385,372,49,,180.48
PRD-00411,SFT-00296,M201,EMB-209,17:00:29,21:14:00,344,327,53,,253.52
PRD-00412,SFT-00297,M202,EMB-218,14:00:00,15:45:48,259,241,69,,105.8
PRD-00413,SFT-00297,M202,EMB-205,15:45:48,21:13:54,388,383,51,,328.1
PRD-00414,SFT-00298,M203,EMB-211,14:00:00,21:15:00,447,409,45,,435.0
PRD-00415,SFT-00299,M204,EMB-208,14:00:00,21:14:42,341,323,63,,434.7
PRD-00416,SFT-00300,M205,EMB-215,14:00:00,21:14:17,266,261,71,,434.28
PRD-00417,SFT-00301,M206,EMB-214,14:00:00,21:14:28,390,352,49,,434.47
PRD-00418,SFT-00302,M301,CSB-311,14:00:00,14:50:53,289,260,71,,50.88
PRD-00419,SFT-00302,M301,CSB-307,14:50:53,21:13:53,337,329,60,,383.0
PRD-00420,SFT-00303,M302,CSB-313,14:00:00,21:14:40,550,518,40,,434.67
PRD-00421,SFT-00304,M303,CSB-317,14:00:00,21:14:00,330,309,70,,434.0
PRD-00422,SFT-00305,M304,CSB-310,14:00:00,21:14:28,435,424,49,,434.47
PRD-00423,SFT-00306,M305,CSB-315,14:00:00,21:14:40,589,531,40,,434.67
PRD-00424,SFT-00307,M101,BPA-111,22:00:00,23:53:31,1,1,49,,113.52
PRD-00425,SFT-00307,M101,BPA-110,23:53:31,05:29:34,1,1,47,,336.05
PRD-00426,SFT-00308,M102,BPA-115,22:00:00,01:05:37,1,1,43,,185.62
PRD-00427,SFT-00308,M102,BPA-100,01:05:37,05:29:41,1,1,68,,264.07
PRD-00428,SFT-00309,M103,BPA-102,22:00:00,05:17:50,1,1,71,,437.83
PRD-00429,SFT-00309,M103,BPA-114,05:17:50,05:29:00,1,1,67,,11.17
PRD-00430,SFT-00310,M104,BPA-103,22:00:00,22:35:46,1,1,74,,35.77
PRD-00431,SFT-00310,M104,BPA-100,22:35:46,05:28:18,1,1,68,,412.53
PRD-00432,SFT-00311,M105,BPA-105,22:00:00,05:29:38,1,1,47,,449.63
PRD-00433,SFT-00312,M106,BPA-110,22:00:00,22:47:47,1,1,47,,47.78
PRD-00434,SFT-00312,M106,BPA-116,22:47:47,05:28:51,1,1,64,,401.07
PRD-00435,SFT-00313,M107,BPA-103,22:00:00,23:12:46,1,1,74,,72.77
PRD-00436,SFT-00313,M107,BPA-117,23:12:46,05:28:58,1,1,44,,376.2
PRD-00437,SFT-00314,M201,EMB-208,22:00:00,05:29:24,1,1,63,,449.4
PRD-00438,SFT-00315,M202,EMB-207,22:00:00,05:29:39,1,1,51,,449.65
PRD-00439,SFT-00316,M203,EMB-206,22:00:00,01:08:00,1,1,40,,188.0
PRD-00440,SFT-00316,M203,EMB-212,01:08:00,05:29:27,1,1,63,,261.45
PRD-00441,SFT-00317,M204,EMB-213,22:00:00,00:52:04,1,1,58,,172.07
PRD-00442,SFT-00317,M204,EMB-206,00:52:04,05:28:44,1,1,40,,276.67
PRD-00443,SFT-00318,M205,EMB-201,22:00:00,05:29:21,1,1,43,,449.35
PRD-00444,SFT-00319,M206,EMB-207,22:00:00,00:01:33,1,1,51,,121.55
PRD-00445,SFT-00319,M206,EMB-206,00:01:33,05:28:53,1,1,40,,327.33
PRD-00446,SFT-00320,M301,CSB-307,22:00:00,22:26:00,1,1,60,,26.0
PRD-00447,SFT-00320,M301,CSB-319,22:26:00,05:28:50,1,1,43,,422.83
PRD-00448,SFT-00321,M302,CSB-313,22:00:00,22:48:00,1,1,40,,48.0
PRD-00449,SFT-00321,M302,CSB-304,22:48:00,05:29:24,1,1,54,,401.4
PRD-00450,SFT-00323,M304,CSB-304,22:00:00,22:54:00,1,1,54,,54.0
PRD-00451,SFT-00323,M304,CSB-316,22:54:00,05:29:51,1,1,63,,395.85
PRD-00452,SFT-00324,M305,CSB-304,22:00:00,02:37:12,1,1,54,,277.2
PRD-00453,SFT-00324,M305,CSB-303,02:37:12,05:29:40,1,1,52,,172.47
PRD-00454,SFT-00325,M101,BPA-106,06:00:00,13:19:28,331,306,64,,439.47
PRD-00455,SFT-00326,M102,BPA-109,06:00:00,12:45:44,324,301,68,,405.73
PRD-00456,SFT-00326,M102,BPA-115,12:45:44,13:18:42,519,484,43,,32.97
PRD-00457,SFT-00327,M103,BPA-110,06:00:00,11:07:04,461,418,47,,307.07
PRD-00458,SFT-00327,M103,BPA-101,11:07:04,13:18:56,461,449,46,,131.87
PRD-00459,SFT-00329,M105,BPA-108,06:00:00,10:51:00,368,332,60,,291.0
PRD-00460,SFT-00329,M105,BPA-106,10:51:00,13:19:16,379,363,64,,148.27
PRD-00461,SFT-00330,M106,BPA-114,06:00:00,13:19:58,341,316,67,,439.97
PRD-00462,SFT-00331,M107,BPA-103,06:00:00,13:19:04,302,293,74,,439.07
PRD-00463,SFT-00332,M201,EMB-200,06:00:00,13:19:33,322,304,59,,439.55
PRD-00464,SFT-00333,M202,EMB-218,06:00:00,08:00:45,275,250,69,,120.75
PRD-00465,SFT-00333,M202,EMB-206,08:00:45,13:18:45,525,481,40,,318.0
PRD-00466,SFT-00334,M203,EMB-212,06:00:00,13:19:57,360,348,63,,439.95
PRD-00467,SFT-00335,M204,EMB-206,06:00:00,13:20:00,482,443,40,,440.0
PRD-00468,SFT-00336,M205,EMB-201,06:00:00,11:11:02,428,393,43,,311.03
PRD-00469,SFT-00336,M205,EMB-211,11:11:02,13:19:17,418,398,45,,128.25
PRD-00470,SFT-00337,M206,EMB-208,06:00:00,13:19:57,314,295,63,,439.95
PRD-00471,SFT-00338,M301,CSB-318,06:00:00,07:41:03,550,528,43,,101.05
PRD-00472,SFT-00338,M301,CSB-312,07:41:03,13:18:45,337,321,66,,337.7
PRD-00473,SFT-00339,M302,CSB-311,06:00:00,13:19:01,307,277,71,,439.02
PRD-00474,SFT-00340,M303,CSB-301,06:00:00,06:26:52,314,295,62,,26.87
PRD-00475,SFT-00340,M303,CSB-303,06:26:52,13:18:32,393,369,52,,411.67
PRD-00476,SFT-00341,M304,CSB-316,06:00:00,10:57:09,333,318,63,,297.15
PRD-00477,SFT-00341,M304,CSB-312,10:57:09,13:19:03,377,368,66,,141.9
PRD-00478,SFT-00342,M305,CSB-311,06:00:00,07:08:38,294,269,71,,68.63
PRD-00479,SFT-00342,M305,CSB-302,07:08:38,13:18:56,524,487,42,,370.3
PRD-00480,SFT-00343,M101,BPA-101,14:00:00,21:14:42,472,445,46,,434.7
PRD-00481,SFT-00344,M102,BPA-117,14:00:00,21:14:52,467,459,44,,434.87
PRD-00482,SFT-00345,M103,BPA-102,14:00:00,21:14:17,281,264,71,,434.28
PRD-00483,SFT-00346,M104,BPA-110,14:00:00,19:01:35,478,462,47,,301.58
PRD-00484,SFT-00346,M104,BPA-107,19:01:35,21:14:11,441,427,51,,132.6
PRD-00485,SFT-00347,M105,BPA-111,14:00:00,21:14:28,442,405,49,,434.47
PRD-00486,SFT-00348,M106,BPA-117,14:00:00,21:14:52,460,418,44,,434.87
PRD-00487,SFT-00349,M107,BPA-112,14:00:00,21:14:42,442,399,54,,434.7
PRD-00488,SFT-00350,M201,EMB-214,14:00:00,21:14:28,409,368,49,,434.47
PRD-00489,SFT-00351,M202,EMB-215,14:00:00,17:04:36,274,262,71,,184.6
PRD-00490,SFT-00351,M202,EMB-213,17:04:36,21:14:00,353,335,58,,249.4
PRD-00491,SFT-00352,M203,EMB-204,14:00:00,21:14:08,262,242,74,,434.13
PRD-00492,SFT-00353,M204,EMB-212,14:00:00,21:14:42,346,317,63,,434.7
PRD-00493,SFT-00354,M205,EMB-209,14:00:00,21:14:36,374,338,53,,434.6
PRD-00494,SFT-00355,M206,EMB-215,14:00:00,21:14:17,305,280,71,,434.28
PRD-00495,SFT-00356,M301,CSB-300,14:00:00,21:15:00,441,406,50,,435.0
PRD-00496,SFT-00357,M302,CSB-317,14:00:00,21:14:00,306,297,70,,434.0
PRD-00497,SFT-00358,M303,CSB-312,14:00:00,20:01:54,344,317,66,,361.9
PRD-00498,SFT-00358,M303,CSB-312,20:01:54,21:13:24,382,350,66,,71.5
PRD-00499,SFT-00359,M304,CSB-300,14:00:00,21:14:10,447,411,50,,434.17
PRD-00500,SFT-00360,M305,CSB-310,14:00:00,21:14:28,404,395,49,,434.47
PRD-00501,SFT-00361,M101,BPA-101,22:00:00,22:23:46,1,1,46,,23.77
PRD-00502,SFT-00361,M101,BPA-109,22:23:46,05:29:54,1,1,68,,426.13
PRD-00503,SFT-00362,M102,BPA-116,22:00:00,23:52:00,1,1,64,,112.0
PRD-00504,SFT-00362,M102,BPA-105,23:52:00,05:28:50,1,1,47,,336.83
PRD-00505,SFT-00363,M103,BPA-105,22:00:00,03:03:56,1,1,47,,303.93
PRD-00506,SFT-00363,M103,BPA-106,03:03:56,05:29:00,1,1,64,,145.07
PRD-00507,SFT-00364,M104,BPA-108,22:00:00,00:46:00,1,1,60,,166.0
PRD-00508,SFT-00364,M104,BPA-104,00:46:00,05:29:06,1,1,57,,283.1
PRD-00509,SFT-00365,M105,BPA-114,22:00:00,00:08:25,1,1,67,,128.42
PRD-00510,SFT-00365,M105,BPA-102,00:08:25,05:29:06,1,1,71,,320.68
PRD-00511,SFT-00366,M106,BPA-100,22:00:00,05:03:52,1,1,68,,423.87
PRD-00512,SFT-00366,M106,BPA-118,05:03:52,05:28:43,1,1,71,,24.85
PRD-00513,SFT-00367,M107,BPA-102,22:00:00,22:22:29,1,1,71,,22.48
PRD-00514,SFT-00367,M107,BPA-113,22:22:29,05:29:03,1,1,67,,426.57
PRD-00515,SFT-00368,M201,EMB-215,22:00:00,05:15:28,1,1,71,,435.47
PRD-00516,SFT-00368,M201,EMB-200,05:15:28,05:29:14,1,1,59,,13.77
PRD-00517,SFT-00369,M202,EMB-208,22:00:00,05:29:24,1,1,63,,449.4
PRD-00518,SFT-00370,M203,EMB-202,22:00:00,03:04:18,1,1,51,,304.3
PRD-00519,SFT-00370,M203,EMB-203,03:04:18,05:29:51,1,1,71,,145.55
PRD-00520,SFT-00372,M205,EMB-217,22:00:00,02:55:55,1,1,67,,295.92
PRD-00521,SFT-00372,M205,EMB-212,02:55:55,05:29:13,1,1,63,,153.3
PRD-00522,SFT-00373,M206,EMB-215,22:00:00,23:05:05,1,1,71,,65.08
PRD-00523,SFT-00373,M206,EMB-205,23:05:05,05:28:26,1,1,51,,383.35
PRD-00524,SFT-00376,M303,CSB-303,22:00:00,05:29:48,1,1,52,,449.8
PRD-00525,SFT-00377,M304,CSB-310,22:00:00,05:29:59,1,1,49,,449.98
PRD-00526,SFT-00378,M305,CSB-311,22:00:00,05:29:40,1,1,71,,449.67
PRD-00527,SFT-00379,M101,BPA-116,06:00:00,11:47:44,347,312,64,,347.73
PRD-00528,SFT-00379,M101,BPA-114,11:47:44,13:19:18,310,306,67,,91.57
PRD-00529,SFT-00380,M102,BPA-113,06:00:00,12:49:49,348,314,67,,409.82
PRD-00530,SFT-00380,M102,BPA-101,12:49:49,13:18:57,401,380,46,,29.13
PRD-00531,SFT-00381,M103,BPA-100,06:00:00,10:53:32,281,266,68,,293.53
PRD-00532,SFT-00381,M103,BPA-107,10:53:32,13:18:53,431,415,51,,145.35
PRD-00533,SFT-00382,M104,BPA-118,06:00:00,07:40:35,297,271,71,,100.58
PRD-00534,SFT-00382,M104,BPA-106,07:40:35,13:18:43,356,324,64,,338.13
PRD-00535,SFT-00383,M105,BPA-106,06:00:00,12:00:32,336,311,64,,360.53
PRD-00536,SFT-00383,M105,BPA-118,12:00:32,13:18:38,300,296,71,,78.1
PRD-00537,SFT-00384,M106,BPA-113,06:00:00,13:19:58,286,278,67,,439.97
PRD-00538,SFT-00385,M107,BPA-113,06:00:00,09:44:27,309,302,67,,224.45
PRD-00539,SFT-00385,M107,BPA-118,09:44:27,13:18:38,294,271,71,,214.18
PRD-00540,SFT-00386,M201,EMB-219,06:00:00,13:19:04,301,284,74,,439.07
PRD-00541,SFT-00387,M202,EMB-204,06:00:00,13:19:04,280,265,74,,439.07
PRD-00542,SFT-00388,M203,EMB-218,06:00:00,13:19:18,269,262,69,,439.3
PRD-00543,SFT-00390,M205,EMB-208,06:00:00,13:19:57,316,301,63,,439.95
PRD-00544,SFT-00391,M206,EMB-202,06:00:00,09:41:00,410,388,51,,221.0
PRD-00545,SFT-00391,M206,EMB-206,09:41:00,13:19:00,545,528,40,,218.0
PRD-00546,SFT-00392,M301,CSB-305,06:00:00,13:19:44,299,288,68,,439.73
PRD-00547,SFT-00393,M302,CSB-313,06:00:00,06:56:00,561,520,40,,56.0
PRD-00548,SFT-00393,M302,CSB-302,06:56:00,13:18:54,552,500,42,,382.9
PRD-00549,SFT-00394,M303,CSB-316,06:00:00,11:31:48,325,308,63,,331.8
PRD-00550,SFT-00394,M303,CSB-315,11:31:48,13:19:08,540,509,40,,107.33
PRD-00551,SFT-00395,M304,CSB-300,06:00:00,13:20:00,436,394,50,,440.0
PRD-00552,SFT-00396,M305,CSB-310,06:00:00,08:38:26,466,435,49,,158.43
PRD-00553,SFT-00396,M305,CSB-315,08:38:26,13:19:06,572,550,40,,280.67
PRD-00554,SFT-00397,M101,BPA-119,14:00:00,17:16:48,286,261,72,,196.8
PRD-00555,SFT-00397,M101,BPA-118,17:16:48,21:13:28,301,288,71,,236.67
PRD-00556,SFT-00398,M102,BPA-109,14:00:00,21:14:04,309,279,68,,434.07
PRD-00557,SFT-00399,M103,BPA-118,14:00:00,19:19:30,298,293,71,,319.5
PRD-00558,SFT-00399,M103,BPA-117,19:19:30,21:13:54,470,430,44,,114.4
PRD-00559,SFT-00400,M104,BPA-110,14:00:00,21:14:45,481,458,47,,434.75
PRD-00560,SFT-00401,M105,BPA-113,14:00:00,21:14:23,304,283,67,,434.38
PRD-00561,SFT-00402,M106,BPA-113,14:00:00,21:14:23,307,291,67,,434.38
PRD-00562,SFT-00403,M107,BPA-116,14:00:00,21:14:08,337,332,64,,434.13
PRD-00563,SFT-00404,M201,EMB-215,14:00:00,21:14:17,274,257,71,,434.28
PRD-00564,SFT-00405,M202,EMB-207,14:00:00,19:39:09,420,388,51,,339.15
PRD-00565,SFT-00405,M202,EMB-202,19:39:09,21:14:21,361,343,51,,95.2
PRD-00566,SFT-00406,M203,EMB-218,14:00:00,17:54:36,309,297,69,,234.6
PRD-00567,SFT-00406,M203,EMB-203,17:54:36,21:13:24,259,249,71,,198.8
PRD-00568,SFT-00407,M204,EMB-205,14:00:00,21:14:21,417,411,51,,434.35
PRD-00569,SFT-00408,M205,EMB-211,14:00:00,21:15:00,455,434,45,,435.0
PRD-00570,SFT-00409,M206,EMB-201,14:00:00,21:14:18,455,418,43,,434.3
PRD-00571,SFT-00410,M301,CSB-307,14:00:00,21:15:00,381,365,60,,435.0
PRD-00572,SFT-00411,M302,CSB-319,14:00:00,19:56:54,537,488,43,,356.9
PRD-00573,SFT-00411,M302,CSB-312,19:56:54,21:13:54,377,347,66,,77.0
PRD-00574,SFT-00412,M303,CSB-316,14:00:00,21:14:42,372,365,63,,434.7
PRD-00575,SFT-00413,M304,CSB-303,14:00:00,21:14:12,396,360,52,,434.2
PRD-00576,SFT-00414,M305,CSB-313,14:00:00,21:14:40,503,469,40,,434.67
PRD-00577,SFT-00415,M101,BPA-117,22:00:00,05:29:32,1,1,44,,449.53
PRD-00578,SFT-00416,M102,BPA-113,22:00:00,23:07:00,1,1,67,,67.0
PRD-00579,SFT-00416,M102,BPA-116,23:07:00,05:28:52,1,1,64,,381.87
PRD-00580,SFT-00418,M104,BPA-101,22:00:00,03:07:26,1,1,46,,307.43
PRD-00581,SFT-00418,M104,BPA-106,03:07:26,05:29:18,1,1,64,,141.87
PRD-00582,SFT-00419,M105,BPA-117,22:00:00,05:20:00,1,1,44,,440.0
PRD-00583,SFT-00419,M105,BPA-111,05:20:00,05:28:59,1,1,49,,8.98
PRD-00584,SFT-00420,M106,BPA-102,22:00:00,05:29:40,1,1,71,,449.67
PRD-00585,SFT-00421,M107,BPA-108,22:00:00,23:02:00,1,1,60,,62.0
PRD-00586,SFT-00421,M107,BPA-111,23:02:00,05:29:06,1,1,49,,387.1
PRD-00587,SFT-00422,M201,EMB-216,22:00:00,05:29:30,1,1,62,,449.5
PRD-00588,SFT-00423,M202,EMB-214,22:00:00,22:40:50,1,1,49,,40.83
PRD-00589,SFT-00423,M202,EMB-204,22:40:50,05:29:04,1,1,74,,408.23
PRD-00590,SFT-00424,M203,EMB-206,22:00:00,05:30:00,1,1,40,,450.0
PRD-00591,SFT-00425,M204,EMB-204,22:00:00,02:23:56,1,1,74,,263.93
PRD-00592,SFT-00425,M204,EMB-212,02:23:56,05:28:44,1,1,63,,184.8
PRD-00593,SFT-00426,M205,EMB-218,22:00:00,05:29:39,1,1,69,,449.65
PRD-00594,SFT-00427,M206,EMB-204,22:00:00,05:28:56,1,1,74,,448.93
PRD-00595,SFT-00428,M301,CSB-313,22:00:00,05:30:00,1,1,40,,450.0
PRD-00596,SFT-00429,M302,CSB-302,22:00:00,05:29:24,1,1,42,,449.4
PRD-00597,SFT-00430,M303,CSB-308,22:00:00,03:59:46,1,1,43,,359.77
PRD-00598,SFT-00430,M303,CSB-318,03:59:46,05:29:21,1,1,43,,89.58
PRD-00599,SFT-00431,M304,CSB-316,22:00:00,03:28:39,1,1,63,,328.65
PRD-00600,SFT-00431,M304,CSB-317,03:28:39,05:28:49,1,1,70,,120.17
PRD-00601,SFT-00432,M305,CSB-308,22:00:00,02:28:02,1,1,43,,268.03
PRD-00602,SFT-00432,M305,CSB-314,02:28:02,05:28:58,1,1,59,,180.93
PRD-00603,SFT-00433,M101,BPA-118,06:00:00,10:54:39,304,292,71,,294.65
